question,answer
"Vào lúc 15h10 ngày 15/04/2024, trên du?ng t?nh 12 t?i thành ph? Ðà N?ng, m?t chi?c xe t?i t?i hàng dang di chuy?n ngu?c chi?u, không b?t dèn pha vào ban dêm, vu?t quá t?c d? quy d?nh 40 km/h và không d?ng l?i khi g?p dèn giao thông d?. Trong tình hu?ng này, co quan ch?c nang có th? x? lý nh?ng hành vi vi ph?m giao thông nào?","Ð?i v?i tình hu?ng: Vào lúc 15h10 ngày 15/04/2024, trên du?ng t?nh 12 t?i thành ph? Ðà N?ng, m?t chi?c xe t?i t?i hàng dang di chuy?n ngu?c chi?u, không b?t dèn pha vào ban dêm, vu?t quá t?c d? quy d?nh 40 km/h và không d?ng l?i khi g?p dèn giao thông d?. Trong tình hu?ng này, co quan ch?c nang có th? x? lý nh?ng hành vi vi ph?m giao thông nào?
Theo Lu?t Giao thông du?ng b? Vi?t Nam, Lu?t Giao thông du?ng b?, x? lý nhu sau:
1. Ch?y ngu?c chi?u du?ng
Xe t?i di chuy?n ngu?c chi?u trên du?ng t?nh 12
M?c ph?t ti?n: t? 1,000,000 – 3,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
2. Không b?t dèn pha vào ban dêm
Xe t?i không b?t dèn pha khi di chuy?n vào ban dêm
M?c ph?t ti?n: t? 1,000,000 – 3,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
3. Vu?t quá t?c d? quy d?nh
Xe t?i vu?t t?c d? quy d?nh 40 km/h
M?c ph?t ti?n: t? 1,000,000 – 3,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
4. Không d?ng l?i khi g?p dèn giao thông d?
Xe t?i không d?ng l?i khi g?p dèn giao thông d?
M?c ph?t ti?n: t? 1,000,000 – 3,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
Can c?: Lu?t Giao thông du?ng b?, 62, Ði?u 62; Lu?t Giao thông du?ng b?, 63, Ði?u 63; Lu?t Giao thông du?ng b?, 64, Ði?u 64; Lu?t Giao thông du?ng b?, 65, Ði?u 65; Lu?t Giao thông du?ng b?, 66, Ði?u 66.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng t? 4,000,000 d?n 12,000,000 d?ng), và có nguy co b? tu?c GPLX t?i da 3 tháng.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng kho?ng 4,000,000 – 12,000,000 d?ng), và có nguy co b? tu?c GPLX t?i da 3 tháng."
"M?t ngu?i lái xe ô tô sedan dang di trên do?n du?ng cao t?c hai làn t?i gi? t?i, trong lúc dang vu?t qua m?t xe t?i t?i hàng, anh ta dã vu?t quá t?c d? quy d?nh và ti?p t?c lái xe khi không c?t l?, d?ng th?i v?n không m?c dây an toàn. Khi d?n ch? giao l?, anh ta v?n ti?p t?c ch?y qua dèn d?. Hãy dua ra các bi?n pháp pháp lý có th? áp d?ng d?i v?i hành vi vi ph?m này theo Lu?t Giao thông du?ng b? Vi?t Nam.","Ð?i v?i tình hu?ng: M?t ngu?i lái xe ô tô sedan dang di trên do?n du?ng cao t?c hai làn t?i gi? t?i, trong lúc dang vu?t qua m?t xe t?i t?i hàng, anh ta dã vu?t quá t?c d? quy d?nh và ti?p t?c lái xe khi không c?t l?, d?ng th?i v?n không m?c dây an toàn. Khi d?n ch? giao l?, anh ta v?n ti?p t?c ch?y qua dèn d?. Hãy dua ra các bi?n pháp pháp lý có th? áp d?ng d?i v?i hành vi vi ph?m này theo Lu?t Giao thông du?ng b? Vi?t Nam.
Theo Lu?t Giao thông du?ng b? Vi?t Nam, Lu?t Giao thông du?ng b?, x? lý nhu sau:
1. Vu?t quá t?c d? khi vu?t
Lái xe vu?t quá t?c d? quy d?nh khi dang vu?t xe t?i trên du?ng cao t?c hai làn.
M?c ph?t ti?n: t? 5,000,000 – 10,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 6 tháng.
2. Lái xe khi không c?t l?
Ti?p t?c lái xe khi không c?t l? trong quá trình vu?t.
M?c ph?t ti?n: t? 1,000,000 – 3,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
3. Không m?c dây an toàn
Không m?c dây an toàn khi lái xe.
M?c ph?t ti?n: t? 1,000,000 – 3,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
4. Ch?y qua dèn d?
Lái xe vu?t qua dèn d? t?i giao l?.
M?c ph?t ti?n: t? 3,000,000 – 5,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
Can c?: Lu?t Giao thông du?ng b?, 72, Vu?t quá t?c d? khi vu?t; Lu?t Giao thông du?ng b?, 73, Lái xe khi không c?t l?; Lu?t Giao thông du?ng b?, 74, Không m?c dây an toàn; Lu?t Giao thông du?ng b?, 75, Ch?y qua dèn d?.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng t? 10000000 d?n 21000000 d?ng), và có nguy co b? tu?c GPLX t?i da 15 tháng.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng kho?ng 10,000,000 – 21,000,000 d?ng), và có nguy co b? tu?c GPLX t?i da 6 tháng."
"Vào lúc 7h15 ngày 20/05/2023, trên du?ng t?nh l? 15, t?i ngã tu du?ng qu?c l? 1A – du?ng ph? Hu?nh Thúc Kháng, m?t chi?c xe t?i t?i hàng l?n dang di chuy?n theo chi?u thu?n, dã vu?t quá gi?i h?n t?c d? 80 km/h, d?ng l?i t?i dèn giao thông d? nhung ti?p t?c di qua khi chua chuy?n sang màu xanh, d?ng th?i s? d?ng di?n tho?i di d?ng trong khi lái. H?i các vi ph?m giao thông mà ngu?i lái dã vi ph?m theo B? lu?t Giao thông du?ng b? Vi?t Nam?","Ð?i v?i tình hu?ng: Vào lúc 7h15 ngày 20/05/2023, trên du?ng t?nh l? 15, t?i ngã tu du?ng qu?c l? 1A – du?ng ph? Hu?nh Thúc Kháng, m?t chi?c xe t?i t?i hàng l?n dang di chuy?n theo chi?u thu?n, dã vu?t quá gi?i h?n t?c d? 80 km/h, d?ng l?i t?i dèn giao thông d? nhung ti?p t?c di qua khi chua chuy?n sang màu xanh, d?ng th?i s? d?ng di?n tho?i di d?ng trong khi lái. H?i các vi ph?m giao thông mà ngu?i lái dã vi ph?m theo B? lu?t Giao thông du?ng b? Vi?t Nam?
Theo Lu?t Giao thông du?ng b? Vi?t Nam, B? lu?t Giao thông du?ng b? Vi?t Nam, x? lý nhu sau:
1. Vu?t quá gi?i h?n t?c d?
Xe t?i vu?t t?c d? 80 km/h trên du?ng t?nh l? 15.
M?c ph?t ti?n: t? 5,000,000 – 10,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 6 tháng.
2. Ði qua dèn giao thông khi chua chuy?n sang màu xanh
Xe t?i ti?p t?c di qua ngã tu khi dèn giao thông v?n còn màu d?.
M?c ph?t ti?n: t? 5,000,000 – 10,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 6 tháng.
3. S? d?ng di?n tho?i di d?ng khi lái xe
Lái xe s? d?ng di?n tho?i di d?ng trong quá trình di?u khi?n xe.
M?c ph?t ti?n: t? 5,000,000 – 10,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 6 tháng.
Can c?: B? lu?t Giao thông du?ng b? Vi?t Nam, 63, Xe có t?c d? vu?t quá gi?i h?n t?c d? quy d?nh.; B? lu?t Giao thông du?ng b? Vi?t Nam, 65, Xe di qua dèn giao thông khi chua chuy?n sang màu xanh.; B? lu?t Giao thông du?ng b? Vi?t Nam, 66, Xe s? d?ng di?n tho?i di d?ng khi lái xe..
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng t? 15000000 d?n 30000000 d?ng), và có nguy co b? tu?c GPLX t?i da 6 tháng.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng kho?ng 15,000,000 – 30,000,000 d?ng), và có nguy co b? tu?c GPLX t?i da 6 tháng."
"M?t chi?c xe t?i t?i hàng có bi?n s? 10.12345/2024 dã ch?y tru?t trên du?ng 2 làng, t?nh Ð?k L?k, vào lúc 03:15 gi? sáng ngày 15/05/2024, tr?m gác xe n?m ngay phía sau khu v?c luong th?c. Trong lúc lan bánh, xe t?i vu?t quá gi?i h?n t?c d? 50 km/h quy d?nh cho du?ng 2 làng, d?ng th?i không gi? kho?ng cách an toàn khi ti?p c?n m?t giao l? 4 hu?ng, gây nguy co va ch?m khi xe hoi dang qua. Trong tình hu?ng này, ngu?i lái xe dã vi ph?m ít nh?t hai hành vi vi ph?m giao thông. B?n c?n xác d?nh các hành vi vi ph?m, m?c x? lý hình s? và ti?n ph?t theo quy d?nh hi?n hành c?a Lu?t Giao thông du?ng b? Vi?t Nam.","Ð?i v?i tình hu?ng: M?t chi?c xe t?i t?i hàng có bi?n s? 10.12345/2024 dã ch?y tru?t trên du?ng 2 làng, t?nh Ð?k L?k, vào lúc 03:15 gi? sáng ngày 15/05/2024, tr?m gác xe n?m ngay phía sau khu v?c luong th?c. Trong lúc lan bánh, xe t?i vu?t quá gi?i h?n t?c d? 50 km/h quy d?nh cho du?ng 2 làng, d?ng th?i không gi? kho?ng cách an toàn khi ti?p c?n m?t giao l? 4 hu?ng, gây nguy co va ch?m khi xe hoi dang qua. Trong tình hu?ng này, ngu?i lái xe dã vi ph?m ít nh?t hai hành vi vi ph?m giao thông. B?n c?n xác d?nh các hành vi vi ph?m, m?c x? lý hình s? và ti?n ph?t theo quy d?nh hi?n hành c?a Lu?t Giao thông du?ng b? Vi?t Nam.
Theo Lu?t Giao thông du?ng b? Vi?t Nam, Lu?t Giao thông du?ng b? Vi?t Nam, x? lý nhu sau:
1. Vu?t quá gi?i h?n t?c d?
Xe t?i vu?t quá gi?i h?n t?c d? 50 km/h quy d?nh cho du?ng 2 làng.
M?c ph?t ti?n: t? 10,000,000 – 30,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
2. Không gi? kho?ng cách an toàn khi ti?p c?n giao l?
Xe t?i không gi? kho?ng cách an toàn khi ti?p c?n giao l? 4 hu?ng, gây nguy co va ch?m.
M?c ph?t ti?n: t? 10,000,000 – 30,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
Can c?: Lu?t Giao thông du?ng b? Vi?t Nam, 112, Ði?u 112; Lu?t Giao thông du?ng b? Vi?t Nam, 115, Ði?u 115.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng t? 20 tri?u d?n 60 tri?u d?ng), và có nguy co b? tu?c GPLX t?i da 6 tháng.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng kho?ng 20,000,000 – 60,000,000 d?ng), và có nguy co b? tu?c GPLX t?i da 3 tháng."
"Vào lúc 7:45 sáng ngày 15/7/2024, trên du?ng qu?c l? 1A t?i khu v?c thành ph? Ðà N?ng, m?t lái xe ô tô t?i bi?n s? 58A/12/2024 dang chuy?n sang du?ng bang ng?n phía bên ph?i, v?a không gi? kho?ng cách an toàn v?i xe phía tru?c (di v?i t?c d? 90 km/h trong khi t?c d? t?i da là 80 km/h), v?a di qua tín hi?u dèn d? khi dang d?ng t?i di?m d?ng. B?n s? áp d?ng quy d?nh nào c?a Lu?t Giao thông du?ng b? Vi?t Nam d? x? lý hai hành vi vi ph?m này và m?c ph?t tuong ?ng?","Ð?i v?i tình hu?ng: Vào lúc 7:45 sáng ngày 15/7/2024, trên du?ng qu?c l? 1A t?i khu v?c thành ph? Ðà N?ng, m?t lái xe ô tô t?i bi?n s? 58A/12/2024 dang chuy?n sang du?ng bang ng?n phía bên ph?i, v?a không gi? kho?ng cách an toàn v?i xe phía tru?c (di v?i t?c d? 90 km/h trong khi t?c d? t?i da là 80 km/h), v?a di qua tín hi?u dèn d? khi dang d?ng t?i di?m d?ng. B?n s? áp d?ng quy d?nh nào c?a Lu?t Giao thông du?ng b? Vi?t Nam d? x? lý hai hành vi vi ph?m này và m?c ph?t tuong ?ng?
Theo Lu?t Giao thông du?ng b? Vi?t Nam, Lu?t Giao thông du?ng b? Vi?t Nam, x? lý nhu sau:
1. Không gi? kho?ng cách an toàn
Lái xe ô tô t?i chuy?n sang du?ng bang ng?n phía bên ph?i mà không gi? kho?ng cách an toàn v?i xe phía tru?c, d?ng th?i vu?t t?c d? t?i da (90 km/h khi gi?i h?n 80 km/h).
M?c ph?t ti?n: t? 3,000,000 – 5,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
2. Ði qua tín hi?u dèn d?
Lái xe di qua tín hi?u dèn d? khi dang d?ng t?i di?m d?ng.
M?c ph?t ti?n: t? 5,000,000 – 10,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
Can c?: Lu?t Giao thông du?ng b? Vi?t Nam, Ði?u 50, Không gi? kho?ng cách an toàn; Lu?t Giao thông du?ng b? Vi?t Nam, Ði?u 51, Ði qua tín hi?u dèn d?.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng t? 8 000 000 d?n 15 000 000 d?ng), và có nguy co b? tu?c GPLX t?i da 6 tháng.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng kho?ng 8,000,000 – 15,000,000 d?ng), và có nguy co b? tu?c GPLX t?i da 3 tháng."
"Vào lúc 15:30 ngày 20/08/2024, m?t xe ô tô hành khách lo?i 4 bánh dang di chuy?n trên du?ng t?nh Hà N?i, trong khi xe dó vu?t qua bi?n báo d?ng t?i dèn giao thông d?, d?ng th?i không g?n dây an toàn cho hành khách. Trong tình hu?ng này, hành vi vi ph?m giao thông nào dã x?y ra và theo quy d?nh pháp lu?t Vi?t Nam, m?c ph?t t?i da mà ngu?i di?u khi?n xe có th? b? áp d?ng là bao nhiêu?","Ð?i v?i tình hu?ng: Vào lúc 15:30 ngày 20/08/2024, m?t xe ô tô hành khách lo?i 4 bánh dang di chuy?n trên du?ng t?nh Hà N?i, trong khi xe dó vu?t qua bi?n báo d?ng t?i dèn giao thông d?, d?ng th?i không g?n dây an toàn cho hành khách. Trong tình hu?ng này, hành vi vi ph?m giao thông nào dã x?y ra và theo quy d?nh pháp lu?t Vi?t Nam, m?c ph?t t?i da mà ngu?i di?u khi?n xe có th? b? áp d?ng là bao nhiêu?
Theo Lu?t Giao thông du?ng b? Vi?t Nam, Lu?t Giao thông du?ng b?, x? lý nhu sau:
1. Vu?t bi?n báo d?ng t?i dèn giao thông d?
Xe vu?t bi?n báo d?ng t?i dèn giao thông d? trên du?ng t?nh Hà N?i.
M?c ph?t ti?n: t? 5,000,000 – 5,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
2. Không g?n dây an toàn cho hành khách
Xe không g?n dây an toàn cho hành khách.
M?c ph?t ti?n: t? 5,000,000 – 5,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 1 tháng.
Can c?: Lu?t Giao thông du?ng b?, 69, 1; Lu?t Giao thông du?ng b?, 69, 2.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng t? 10000000 d?n 10000000 d?ng), và có nguy co b? tu?c GPLX t?i da 4 tháng.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng kho?ng 10,000,000 – 10,000,000 d?ng), và có nguy co b? tu?c GPLX t?i da 3 tháng."
"Vào ngày 12/08/2023, lúc 18:30, m?t chi?c xe t?i t?i hàng dang ti?n lên du?ng m?t chi?u hai d?i t?i giao l? Nguy?n Hu? – Ph?m Ngu Lão, thành ph? H? Chí Minh. Khi xe t?i d?n vòng xoáy, ngu?i lái dã qu?o lùi qua l? du?ng d? tránh va ch?m, ti?p t?c vào vòng xoáy mà không th?y có bi?n ch? d?n cho phép vu?t vòng xoáy, sau khi vu?t vòng xoáy xe v?n ti?p t?c lái ngu?c chi?u du?ng. Trong tình hu?ng này, ngu?i lái xe t?i dã vi ph?m nh?ng quy d?nh nào c?a Lu?t Giao thông du?ng b? Vi?t Nam?","Ð?i v?i tình hu?ng: Trong m?t v? tai n?n giao thông, m?t tài x? dã th?c hi?n các hành d?ng sau: 1. Tài x? dã di ngu?c chi?u du?ng khi không có bi?n ch? d?n cho phép. 2. Tài x? dã vu?t vòng xoáy khi không có bi?n ch? d?n cho phép. 3. Tài x? dã di trên du?ng l? khi không có bi?n ch? d?n cho phép.
Theo Lu?t Giao thông du?ng b? Vi?t Nam, Lu?t Giao thông du?ng b?, x? lý nhu sau:
1. Ði ngu?c chi?u du?ng
Tài x? dã di ngu?c chi?u du?ng khi không có bi?n ch? d?n cho phép.
M?c ph?t ti?n: t? 5,000,000 – 10,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
2. Vu?t vòng xoáy
Tài x? dã vu?t vòng xoáy khi không có bi?n ch? d?n cho phép.
M?c ph?t ti?n: t? 5,000,000 – 10,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
3. Ði trên du?ng l?
Tài x? dã di trên du?ng l? khi không có bi?n ch? d?n cho phép.
M?c ph?t ti?n: t? 5,000,000 – 10,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
Can c?: Lu?t Giao thông du?ng b?, 54, Không du?c di ngu?c chi?u du?ng.; Lu?t Giao thông du?ng b?, 55, Không du?c vu?t vòng xoáy.; Lu?t Giao thông du?ng b?, 56, Không du?c vu?t qua du?ng l?..
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng t? 15 d?n 30 tri?u d?ng), và có nguy co b? tu?c GPLX t?i da 9 tháng.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng kho?ng 15,000,000 – 30,000,000 d?ng), và có nguy co b? tu?c GPLX t?i da 3 tháng."
"Vào lúc 22h30 ngày 12/9/2024, m?t chi?c xe máy màu d? lái qua giao l? du?ng ph? Hai Bà Trung (du?ng công c?ng, Qu?n 5, Thành ph? H? Chí Minh). Khi ti?p c?n giao l?, lái xe dã (1) vu?t quá t?c d? quy d?nh (di 30 km/h trong khi gi?i h?n là 10 km/h) và (2) không b?t dèn pha trong di?u ki?n ban ngày t?i. B?n có th? xác d?nh và phân tích các hành vi vi ph?m giao thông c?a lái xe theo Lu?t Giao thông du?ng b? Vi?t Nam?","Ð?i v?i tình hu?ng: Vào lúc 22h30 ngày 12/9/2024, m?t chi?c xe máy màu d? lái qua giao l? du?ng ph? Hai Bà Trung (du?ng công c?ng, Qu?n 5, Thành ph? H? Chí Minh). Khi ti?p c?n giao l?, lái xe dã (1) vu?t quá t?c d? quy d?nh (di 30 km/h trong khi gi?i h?n là 10 km/h) và (2) không b?t dèn pha trong di?u ki?n ban ngày t?i. B?n có th? xác d?nh và phân tích các hành vi vi ph?m giao thông c?a lái xe theo Lu?t Giao thông du?ng b? Vi?t Nam?
Theo Lu?t Giao thông du?ng b? Vi?t Nam, Lu?t Giao thông du?ng b? 2004 (S? 30/2004/QH12), x? lý nhu sau:
1. Vu?t quá t?c d? quy d?nh
Lái xe di 30 km/h trong khi gi?i h?n là 10 km/h, t?c vu?t quá gi?i h?n t?c d? 20 km/h.
M?c ph?t ti?n: t? 5,000,000 – 10,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
2. Không b?t dèn pha trong di?u ki?n ban ngày t?i
Lái xe không b?t dèn pha khi di?u ki?n ánh sáng y?u (dêm), vi ph?m quy d?nh s? d?ng dèn pha.
M?c ph?t ti?n: t? 1,000,000 – 3,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 1 tháng.
Can c?: Lu?t Giao thông du?ng b? 2004 (S? 30/2004/QH12), Ði?u 45, Vi ph?m gi?i h?n t?c d?; Lu?t Giao thông du?ng b? 2004 (S? 30/2004/QH12), Ði?u 48, S? d?ng dèn pha.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t? 6,000,000 d?n 13,000,000 d?ng), và có nguy co b? tu?c GPLX t?i da 3 tháng.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng kho?ng 6,000,000 – 13,000,000 d?ng), và có nguy co b? tu?c GPLX t?i da 3 tháng."
"Vào m?t ngày th? tu, lúc 7:45 sáng, t?i ngã tu du?ng chính Lê Du?n, qu?n 3, thành ph? H? Chí Minh, m?t chi?c xe máy màu d? dang ch?y trên du?ng hai làn, v?i t?c d? 80 km/h vu?t quá gi?i h?n 50 km/h, ngu?i lái v?a ch?y qua dèn d? r?i l?i ti?p t?c vu?t qua bi?n báo c?m d?ng ch? d? xe; hành vi c?a ngu?i lái vi ph?m quy d?nh giao thông nhu th? nào và nh?ng hình ph?t có th? áp d?ng theo lu?t giao thông Vi?t Nam?","Ð?i v?i tình hu?ng: Vào m?t ngày th? tu, lúc 7:45 sáng, t?i ngã tu du?ng chính Lê Du?n, qu?n 3, thành ph? H? Chí Minh, m?t chi?c xe máy màu d? dang ch?y trên du?ng hai làn, v?i t?c d? 80 km/h vu?t quá gi?i h?n 50 km/h, ngu?i lái v?a ch?y qua dèn d? r?i l?i ti?p t?c vu?t qua bi?n báo c?m d?ng ch? d? xe; hành vi c?a ngu?i lái vi ph?m quy d?nh giao thông nhu th? nào và nh?ng hình ph?t có th? áp d?ng theo lu?t giao thông Vi?t Nam?
Theo Lu?t Giao thông du?ng b? Vi?t Nam, Lu?t Giao thông du?ng b? 30/2004/QH11, x? lý nhu sau:
1. Vu?t quá t?c d? gi?i h?n
Xe máy ch?y 80 km/h vu?t quá gi?i h?n 50 km/h
M?c ph?t ti?n: t? 1,000,000 – 5,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
2. Ch?y qua dèn d?
Xe máy ch?y qua dèn d?
M?c ph?t ti?n: t? 1,000,000 – 5,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
3. Vu?t bi?n báo c?m d?ng ch? d? xe
Xe máy ti?p t?c vu?t bi?n báo c?m d?ng ch? d? xe
M?c ph?t ti?n: t? 500,000 – 2,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
Can c?: Lu?t Giao thông du?ng b? 30/2004/QH11, 70, di?u 1; Lu?t Giao thông du?ng b? 30/2004/QH11, 73, di?u 1; Lu?t Giao thông du?ng b? 30/2004/QH11, 74, di?u 1.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng t? 2500000 d?n 12000000 d?ng), và có nguy co b? tu?c GPLX t?i da 3 tháng.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng kho?ng 2,500,000 – 12,000,000 d?ng), và có nguy co b? tu?c GPLX t?i da 3 tháng."
"Vào lúc 9 gi? 30 phút sáng ngày 5 tháng 6 nam 2024, trên du?ng t?nh Th? Ð?c, do?n du?ng th?ng không có d?ng xe, m?t chi?c xe t?i quà luong t?i 4.500 kg dang ch?y v?i t?c d? 80 km/h (di vu?t gi?i h?n 50 km/h), d?ng th?i ti?p t?c vu?t qua vòng dèn giao thông màu xanh khi tín hi?u dã chuy?n sang d?, và v?n không d?ng l?i tru?c bi?n d?ng. Hành vi vi ph?m giao thông nào dã du?c vi ph?m trong tru?ng h?p này?","Ð?i v?i tình hu?ng: Vào lúc 9 gi? 30 phút sáng ngày 5 tháng 6 nam 2024, trên du?ng t?nh Th? Ð?c, do?n du?ng th?ng không có d?ng xe, m?t chi?c xe t?i quà luong t?i 4.500 kg dang ch?y v?i t?c d? 80 km/h (di vu?t gi?i h?n 50 km/h), d?ng th?i ti?p t?c vu?t qua vòng dèn giao thông màu xanh khi tín hi?u dã chuy?n sang d?, và v?n không d?ng l?i tru?c bi?n d?ng. Hành vi vi ph?m giao thông nào dã du?c vi ph?m trong tru?ng h?p này?
Theo Lu?t Giao thông du?ng b? Vi?t Nam, Lu?t Giao thông du?ng b?, x? lý nhu sau:
1. Vu?t t?c d?
Xe t?i vu?t t?c d? 80 km/h trên do?n du?ng quy d?nh gi?i h?n 50 km/h.
M?c ph?t ti?n: t? 1,000,000 – 5,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
2. Vu?t vòng dèn giao thông màu d?
Xe t?i ti?p t?c vu?t qua vòng dèn giao thông khi tín hi?u dã chuy?n sang d?.
M?c ph?t ti?n: t? 1,000,000 – 5,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
3. Không d?ng l?i tru?c bi?n d?ng
Xe t?i không d?ng l?i tru?c bi?n d?ng.
M?c ph?t ti?n: t? 1,000,000 – 5,000,000 d?ng.
Hình ph?t b? sung: có th? b? tu?c Gi?y phép lái xe 3 tháng.
Can c?: Lu?t Giao thông du?ng b?, 48, di?u 48; Lu?t Giao thông du?ng b?, 49, di?u 49; Lu?t Giao thông du?ng b?, 50, di?u 50.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng t? 3,000,000 d?n 15,000,000 d?ng), và có nguy co b? tu?c GPLX t?i da 9 tháng.
N?u vi ph?m d?ng th?i, ti?n ph?t du?c c?ng d?n (t?ng kho?ng 3,000,000 – 15,000,000 d?ng), và có nguy co b? tu?c GPLX t?i da 3 tháng."
